"obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","class","redshift","plate","MJD","fiber_ID"
1237658609295687936,183.34308340933,65.7079528058464,19.65093,19.1459,18.98694,18.95976,18.8984,3058,301,5,70,674539427397134336,"STAR",0.0005278314,599,52317,456
1237680276335690496,5.29826676201344,27.135468768104,23.35855,23.06261,21.39258,20.11619,19.26993,8103,301,3,127,8626851642984388608,"STAR",-0.0002021884,7662,57358,751
1237663789030965760,121.841587423438,56.3332575761177,24.6581,21.56746,21.44361,21.19204,21.41826,4264,301,5,142,5797387362918225920,"STAR",-0.0001079886,5149,55944,468
1237680306405310720,355.211396571562,27.0700381286437,21.49834,20.2058,19.69038,19.43377,19.30648,8110,301,3,201,7336542573870471168,"STAR",-0.0004906341,6516,56571,650
1237661813345878272,178.618285008495,13.0469157281152,22.03246,21.22746,21.04018,21.06398,20.60019,3804,301,5,140,6064192106809022464,"STAR",0.0007899501,5386,56008,346
1237665532248391680,213.136548214321,24.9997618130245,20.96761,20.49183,20.23311,20.20441,20.24788,4670,301,4,105,6766750076759201792,"STAR",0.0004689748,6010,56097,333
1237659154223857920,256.953744006414,24.5272996148335,21.25721,20.01709,19.82038,19.64089,19.6559,3185,301,4,134,4703139642765236224,"STAR",-0.0003479067,4177,55688,930
1237662224600858880,174.618102867571,39.2063776528462,21.87414,20.08595,19.42214,19.20964,19.16494,3900,301,3,321,9956398971445598208,"STAR",-4.479799e-05,8843,57423,240
1237661951353619200,243.611582030255,7.68647708705087,25.94422,21.38797,20.83455,20.60353,20.60003,3836,301,6,627,5512586359641233408,"STAR",-0.0003076616,4896,55712,656
1237666408459010048,37.9156698313832,0.398990742619472,19.89355,18.75097,18.27085,18.04378,17.98548,4874,301,4,674,4070372341707986944,"STAR",-0.0007608248,3615,55179,888
1237652943166898432,340.24041201162,13.6609877300087,20.02059,18.93423,18.86429,18.91162,18.95932,1739,301,3,174,2131375582116603904,"STAR",-0.0004878549,1893,53239,171
1237669766547898368,10.2891688709273,7.17497746201841,17.80288,16.78824,16.4942,16.3904,16.37243,5656,301,3,84,2603090267573610496,"STAR",-6.366525e-05,2312,53709,35
1237655106762571776,164.548255217403,57.1541632425413,19.56298,18.74405,18.4705,18.37373,18.36111,2243,301,1,264,7987396834158204928,"STAR",-9.741498e-05,7094,56660,956
1237678617973162240,42.1790366860075,1.2211882044486,23.71047,21.2066,19.78,19.04265,18.59585,7717,301,2,611,1203730255257298944,"STAR",-9.482849e-05,1069,52590,521
1237680313911214336,18.1246870395763,30.8525721119389,21.04943,20.27673,19.9577,19.91834,19.74107,8112,301,1,44,7048405106400974848,"STAR",-0.0003505973,6260,56568,988
1237671767466704896,247.992518392025,62.2763756813686,18.72154,17.30116,16.75089,16.52626,16.43567,6122,301,2,98,2871086064699729920,"STAR",-0.000106216,2550,54206,150
1237660961860682240,126.935275970803,27.7835525575562,21.77452,21.37071,21.27446,21.12884,20.95109,3606,301,3,19,5015949049100261376,"STAR",0.0001932903,4455,55539,236
1237678825168372224,318.773173884733,3.65155721996997,24.63466,22.19291,21.01817,20.10092,22.35702,7765,301,4,47,4590452614693672960,"STAR",-0.0001766308,4077,55361,577
1237655502961050368,255.944278985766,34.857890899458,24.67217,22.70372,21.44719,20.84557,20.83562,2335,301,3,77,12274740145656453120,"STAR",-0.0001330449,10902,58396,652
1237663655879180288,109.121476395131,39.3683556268624,24.63466,19.68176,18.83303,18.50463,18.55166,4233,301,5,23,4115281895167907840,"STAR",4.971511e-06,3655,55240,428
1237662701327548672,246.8685416254,51.7345377882386,19.65364,18.41921,17.94075,17.78426,17.68877,4011,301,3,97,3875374226110259200,"STAR",-0.0004461371,3442,54983,97
1237661355936383232,193.569277734522,46.0934306719525,22.38253,21.77019,21.59363,21.18099,20.88707,3698,301,1,209,8351023472965867520,"STAR",-0.0001027842,7417,56753,814
1237680275263782912,9.92434872926549,26.3355919797889,23.45315,19.46765,18.03884,17.3258,16.89645,8103,301,1,155,7075389316441331712,"STAR",-8.816732e-05,6284,56310,852
1237655107293085696,142.000486289242,50.9001329862124,23.13444,21.38639,21.0944,21.0685,20.97218,2243,301,2,167,8385840058180327424,"STAR",0.0007730491,7448,56739,500
1237658187851957760,85.345208097585,-0.00179032710145977,24.70245,22.47372,20.88806,19.09064,18.02995,2960,301,4,69,1401910374013364224,"STAR",0.0002664189,1245,53770,600
1237651533873086464,131.364336938645,54.0737510869702,17.33111,15.91306,15.42666,15.24881,15.17476,1411,301,2,57,2607747799634176000,"STAR",-0.0002727115,2316,53757,595
1237668310552870912,233.523013008268,13.2552996061877,16.14814,14.8565,14.84955,14.88966,14.90833,5317,301,3,67,3116536368549881856,"STAR",-0.0006311932,2768,54265,165
1237665567152668928,235.214053736344,17.3674605703486,20.14969,20.05466,20.3258,20.61367,20.9416,4678,301,5,222,3147048920731904000,"STAR",-0.0001521942,2795,54563,577
1.237659326035e+18,256.698207743029,29.2774744498538,20.12571,18.7707,18.17892,17.90196,17.78799,3225,301,4,324,3185340238809556992,"STAR",-0.000618384,2829,54623,616
1237661386531406080,214.311448543823,53.3762690451182,22.81024,20.35878,18.7786,16.44681,15.21935,3705,301,2,108,1491836114602846208,"STAR",-0.0001863679,1325,52762,68
1237653651846660096,27.593061220937,13.7411119756667,21.79132,20.73797,20.44944,20.02746,20.1192,1904,301,3,329,2138105143420282880,"STAR",-0.0002699949,1899,53262,77
1237662267534213888,221.055280382081,6.06281784545808,23.09246,21.17985,20.03066,19.20265,18.58279,3910,301,3,72,5469728220588038144,"STAR",-0.0001257625,4858,55686,387
1237664853118156800,241.037933212097,23.0338779205303,18.07248,17.10969,16.78148,16.64447,16.61701,4512,301,3,280,2085262619152771072,"STAR",-0.0001755609,1852,53534,349
1237672816511549952,345.957975311406,24.9263584705423,21.38253,20.72523,20.47596,20.24458,20.18795,6366,301,4,84,7417699725552670720,"STAR",6.048401e-05,6588,56536,986
1237652944786620416,1.6179576826226,16.1501103098678,20.95317,19.51872,19.20242,19.00856,19.10552,1739,301,6,313,6955951565711890432,"STAR",-0.0009751596,6178,56213,516
1237654344937242624,208.62840256347,64.146477305885,19.17407,18.27381,17.95459,17.83865,17.77893,2065,301,6,180,3709866114180816896,"STAR",0.0002910551,3295,54924,94
1237673706113533184,110.577877970041,40.8140134928699,22.15445,21.84181,21.80919,21.64146,21.64859,6573,301,5,189,4116375359498508288,"STAR",0.0003205431,3656,55241,310
1237673706111762432,105.384165499577,39.4754852061504,18.42885,17.20072,16.75813,16.59462,16.52098,6573,301,5,162,3307991034138486784,"STAR",4.079163e-05,2938,54526,353
1237678858457514240,327.263515412707,9.49828200116011,25.44801,22.66825,21.02576,19.68789,18.91791,7773,301,2,95,4609497257611646976,"STAR",-0.0001020659,4094,55481,229
1237673706651255040,112.858599046864,41.7251733359491,20.82935,18.39847,17.34696,16.93689,16.65401,6573,301,6,202,3020903868943853568,"STAR",-3.355445e-05,2683,54153,416
1237661360763109376,208.17497220072,44.3077848810874,18.21316,17.22699,16.93433,16.80767,16.815,3699,301,2,131,9435284337576925184,"STAR",-0.0004423976,8380,57520,884
1237663785282109696,25.1081626036623,0.964865931316506,23.36464,21.29751,19.64146,18.28781,17.55592,4263,301,6,283,786036501610784768,"STAR",-0.0002068463,698,52203,576
1237662197752660224,241.025632511379,5.84137724923888,20.78462,18.1084,16.64387,15.71234,15.17572,3894,301,1,250,1946737078750439424,"STAR",1.978809e-05,1729,53858,204
1237659131674296832,223.973977022891,47.4474635709737,25.28283,22.9252,21.31931,19.59803,18.68614,3180,301,2,119,9558004128267130880,"STAR",-6.613879e-05,8489,57483,872
